,pmid,topic
17206,32406253,Treatment
17209,32460632,Mechanism;Treatment
17211,32590062,Treatment;Mechanism
17220,32474885,Treatment;Mechanism
17233,32735968,Treatment;Diagnosis
17235,32599534,Treatment;Prevention
17238,32703574,Diagnosis;Treatment
17241,32468508,Treatment
17244,32688219,Treatment;Prevention
17252,32391669,Treatment
17255,32361169,Treatment
17258,32178711,Treatment
17260,32606046,Treatment
17261,32678460,Treatment;Diagnosis
17263,32696264,Treatment;Mechanism;Diagnosis;Transmission
17268,32689809,Diagnosis;Treatment
17283,32484915,Treatment
17284,32555446,Treatment
17285,32580258,Prevention;Treatment;Diagnosis;Mechanism
17288,32584199,Mechanism;Transmission;Diagnosis;Treatment
17299,32320516,Mechanism;Treatment;Diagnosis;Prevention
17301,32505070,Treatment;Mechanism
17302,32464584,Prevention;Mechanism;Treatment
17306,32700405,Treatment
17310,32462970,Treatment;Mechanism
17317,32333712,Treatment
17322,32705942,Treatment;Mechanism
17323,32711848,Diagnosis;Treatment
17328,32510734,Treatment
17331,32674450,Diagnosis;Treatment
17338,32048501,Treatment
17341,32652164,Treatment
17346,32573788,Treatment;Mechanism
17347,32369872,Mechanism;Treatment
17351,32398875,Treatment;Mechanism
17353,32437041,Prevention;Treatment
17358,32768466,Treatment;Diagnosis
17364,32547323,Diagnosis;Treatment
17366,32762581,Treatment;Mechanism
17381,32555948,Diagnosis;Treatment
17383,32648939,Diagnosis;Mechanism;Treatment
17388,32416411,Treatment;Mechanism
17400,32703908,Treatment;Mechanism
17406,32305882,Treatment
17407,32634023,Treatment;Diagnosis;Prevention
17411,32576139,Diagnosis;Treatment
17412,32202240,Mechanism;Treatment
17413,32633594,Treatment;Diagnosis
17417,32735642,Treatment
17431,32335334,Mechanism;Treatment;Transmission
17435,32767193,Mechanism;Treatment
17443,32597495,Prevention;Treatment
17445,32554149,Treatment;Mechanism
17450,32687223,Treatment;Diagnosis
17455,32407539,Treatment
17464,32593810,Diagnosis;Treatment
17471,32423554,Treatment;Mechanism;Diagnosis
17474,32479746,Treatment;Mechanism
17476,32693122,Treatment;Mechanism
17482,32384020,Diagnosis;Treatment
17492,32462282,Treatment;Mechanism
17497,32765939,Treatment;Mechanism
17499,32777441,Treatment
17509,32536564,Treatment;Mechanism
17510,32550040,Treatment;Mechanism
17511,32305506,Treatment;Mechanism
17513,32437961,Mechanism;Treatment
17515,32266754,Mechanism;Treatment
17517,32684145,Diagnosis;Treatment
17524,32413276,Treatment;Mechanism
17525,32387617,Mechanism;Transmission;Treatment
17526,32409433,Treatment
17532,32762737,Diagnosis;Treatment
17534,32555563,Mechanism;Treatment;Diagnosis
17539,32719683,Treatment
17551,32703791,Treatment;Mechanism
17555,32096395,Treatment
17559,32256705,Mechanism;Treatment
17561,32637059,Treatment;Diagnosis
17563,32265182,Treatment
17564,32394215,Treatment
17569,32399093,Treatment;Mechanism
17570,32505217,Treatment
17571,32505911,Treatment;Mechanism
17574,32574694,Diagnosis;Treatment
17582,32571838,Treatment;Mechanism
17588,32729392,Treatment;Mechanism
17590,32636199,Treatment;Diagnosis
17599,32607505,Treatment
17601,32246450,Diagnosis;Treatment
17609,32475764,Diagnosis;Treatment
17619,32755466,Treatment;Mechanism
17632,32536632,Treatment;Mechanism
17636,32603675,Diagnosis;Treatment
17643,32762609,Treatment;Mechanism
17653,32591466,Treatment
17656,32590321,Treatment;Mechanism
17662,32540603,Treatment;Mechanism
17664,32173855,Treatment
17665,32735131,Treatment;Mechanism
17666,32574283,Treatment;Mechanism
17667,32302419,Treatment
17670,32333915,Treatment;Mechanism
17675,32738402,Treatment;Diagnosis
17676,32473509,Treatment;Mechanism
17682,32220612,Mechanism;Treatment
17685,32634058,Treatment
17689,32496422,Treatment
17694,32340120,Treatment
17695,32414813,Diagnosis;Treatment
17709,32744716,Treatment;Mechanism
17710,32543978,Treatment;Mechanism
17712,32417304,Treatment;Diagnosis
17716,32683596,Prevention;Treatment;Diagnosis
17719,32605149,Mechanism;Treatment
17721,32406037,Treatment
17724,32667418,Treatment;Diagnosis;Transmission
17725,32338764,Prevention;Treatment
17727,32348824,Treatment;Prevention
17729,32762516,Treatment
17732,32735842,Treatment;Diagnosis
17734,32620562,Mechanism;Treatment
17737,32456696,Diagnosis;Treatment
17741,32695791,Treatment
17753,32453074,Treatment
17754,32257537,Treatment
17764,32605278,Treatment;Mechanism
17768,32292802,Prevention;Transmission;Treatment;Diagnosis
17776,32374874,Treatment
17777,32420049,Treatment;Mechanism
17778,32591667,Prevention;Diagnosis;Treatment;Transmission
17782,32050635,Treatment
17784,32590099,Treatment
17786,32600951,Treatment
17791,32600868,Mechanism;Treatment
17805,32579707,Treatment;Mechanism
17812,32776230,Treatment
17816,32558922,Treatment
17817,32712332,Treatment;Diagnosis
17818,32602046,Treatment;Mechanism
17820,32679691,Diagnosis;Treatment
17828,32291112,Treatment
17833,32546603,Treatment
17834,32607398,Treatment
17843,32423609,Treatment
17847,32335559,Prevention;Treatment
17854,32412788,Treatment
17856,32503857,Treatment
17864,32651097,Treatment
17875,32707770,Treatment;Diagnosis;Prevention
17881,32407513,Treatment
17882,32736573,Treatment;Mechanism
17886,32741592,Diagnosis;Treatment
17890,32472948,Mechanism;Treatment;Diagnosis;Prevention
17892,32229705,Treatment
17895,32662915,Treatment;Mechanism
17898,32692002,Diagnosis;Treatment
17905,32705906,Diagnosis;Mechanism;Treatment
17911,32406594,Treatment;Diagnosis
17912,32149769,Treatment
17915,32463166,Treatment;Diagnosis
17917,32561269,Diagnosis;Mechanism;Treatment
17918,32390367,Treatment;Diagnosis
17920,32742008,Treatment
17929,32563630,Mechanism;Treatment
17932,32601086,Diagnosis;Treatment
17942,32344304,Treatment;Mechanism;Diagnosis
17943,32538738,Treatment;Mechanism
17948,32410504,Treatment;Mechanism
17949,32586670,Diagnosis;Treatment
17954,32541836,Treatment;Mechanism
17956,32329231,Treatment
17967,32448034,Treatment;Mechanism
17974,32749010,Treatment;Diagnosis
17979,32264791,Mechanism;Treatment
17982,32494546,Treatment
17983,32305399,Treatment
17986,32451354,Treatment
17988,32582138,Treatment;Prevention
17991,32726242,Prevention;Diagnosis;Treatment
17995,32621779,Treatment;Mechanism
18004,32758895,Treatment;Mechanism
18008,32745811,Treatment;Mechanism
18011,32507520,Treatment;Mechanism
18012,32585083,Treatment
18014,32408118,Treatment;Diagnosis
18018,32247821,Treatment
18019,32488522,Mechanism;Treatment
18020,32555985,Treatment;Diagnosis
18025,32552642,Treatment;Mechanism
18028,32777054,Treatment;Mechanism
18029,32656222,Treatment;Diagnosis
18035,32622469,Treatment
18038,32374208,Transmission;Diagnosis;Mechanism;Treatment
18039,32407491,Mechanism;Treatment
18041,32761507,Diagnosis;Treatment
18047,32437587,Treatment
18049,32670071,Treatment
18051,32721809,Treatment;Mechanism
18052,32565593,Treatment
18054,32723449,Prevention;Treatment
18061,32460369,Treatment
18064,32583640,Treatment
18065,32416415,Treatment
18076,32245701,Treatment
18077,32751400,Treatment;Diagnosis
18091,32196083,Treatment
18097,32213507,Treatment;Diagnosis
18101,32395790,Treatment;Diagnosis
18103,32542210,Treatment;Mechanism
18104,32755507,Treatment
18112,32433216,Treatment;Diagnosis
18117,32588812,Treatment;Diagnosis
18119,32416901,Treatment
18121,32708196,Treatment;Mechanism
18122,32729001,Treatment;Mechanism
18123,32713863,Treatment;Mechanism
18129,32335281,Treatment
18131,32463026,Treatment;Mechanism
18133,32739642,Treatment;Mechanism
18134,32558034,Treatment
18141,32648153,Treatment
18144,32562427,Treatment;Diagnosis
18146,32553873,Diagnosis;Treatment
18154,32705780,Prevention;Treatment
18164,32208486,Treatment
18166,32411576,Treatment;Mechanism
18177,32448590,Mechanism;Treatment;Diagnosis
18179,32677752,Diagnosis;Treatment
18184,32418769,Prevention;Treatment
18191,32758899,Treatment
18196,32646499,Treatment
18207,32673191,Treatment;Diagnosis
18214,32734670,Treatment
18217,32504751,Mechanism;Treatment
18218,32369402,Treatment;Mechanism
18223,32599963,Treatment;Mechanism
18225,32459123,Mechanism;Treatment
18232,32574327,Treatment
18238,32565096,Treatment
18239,32369208,Diagnosis;Treatment
18247,32428835,Treatment;Mechanism;Diagnosis
18255,32327200,Treatment;Mechanism
18263,32145386,Treatment
18265,32611651,Diagnosis;Prevention;Treatment
18268,32535080,Treatment;Mechanism
18269,32417996,Treatment
18274,32473113,Prevention;Diagnosis;Treatment
18275,32444880,Treatment;Diagnosis
18277,32763661,Treatment;Mechanism
18296,32578027,Treatment;Prevention
18302,32485437,Treatment;Diagnosis
18304,32645951,Treatment;Mechanism
18305,32245869,Treatment
18311,32684483,Treatment
18328,32633712,Treatment;Diagnosis
18335,32358954,Diagnosis;Treatment
18336,32357998,Diagnosis;Treatment
18340,32739174,Treatment;Mechanism
18348,32472681,Treatment
18355,32393597,Treatment
18356,32738628,Treatment;Mechanism
18360,32741521,Treatment
18361,32599589,Treatment
18365,32685433,Prevention;Treatment
18379,32221001,Treatment
18381,32380787,Treatment;Mechanism
18390,32555369,Prevention;Treatment
18391,32565763,Treatment;Mechanism;Diagnosis
18394,32238232,Mechanism;Treatment
18396,32758889,Treatment;Mechanism
18405,32428392,Treatment;Mechanism
18414,32485894,Treatment;Mechanism
18416,32708525,Treatment;Mechanism;Diagnosis
18417,32504757,Treatment;Mechanism
18419,32505755,Treatment
18425,32615862,Treatment
18432,32753110,Treatment
18435,32588937,Treatment
18452,32585285,Treatment
18453,32372051,Mechanism;Treatment
18454,32417210,Treatment;Diagnosis
18456,32113510,Treatment
18460,32266873,Treatment
18464,32546655,Diagnosis;Treatment
18472,32508062,Treatment;Diagnosis
18473,32773108,Treatment
18479,32488724,Treatment
18484,32571880,Treatment;Mechanism
18485,32756114,Treatment
18489,32374537,Treatment;Mechanism
18490,32506621,Treatment
18498,32653111,Treatment;Diagnosis
18507,32336927,Mechanism;Transmission;Treatment
18519,32437820,Treatment
18525,32588943,Treatment;Diagnosis
18528,32457048,Treatment;Diagnosis
18531,32770854,Treatment
18534,32427000,Treatment
18555,32292908,Treatment
18561,32684644,Treatment
18563,32740441,Treatment
18565,32219057,Treatment
18566,32737833,Treatment;Mechanism
18571,32656939,Mechanism;Treatment;Diagnosis
18574,32744166,Treatment
18582,32425288,Treatment;Diagnosis
18583,32281052,Treatment
18591,32758336,Treatment
18593,32385219,Treatment
18600,32333991,Treatment;Mechanism
18607,32733907,Treatment
18616,32445573,Treatment;Prevention
18617,32767353,Treatment
18620,32369097,Treatment;Mechanism
18632,32636036,Treatment
18633,32468851,Treatment;Mechanism
18641,32430617,Treatment
18643,32487513,Treatment
18644,32671688,Treatment;Mechanism
18649,32255507,Transmission;Diagnosis;Treatment
18655,32555547,Mechanism;Treatment
18656,32366817,Treatment;Mechanism
18657,32731461,Treatment;Mechanism
18661,32437024,Treatment
18667,32726217,Treatment;Diagnosis;Mechanism
18675,32670273,Treatment
18684,32325121,Treatment
18689,32434874,Diagnosis;Treatment
18692,32776538,Diagnosis;Treatment;Mechanism
18693,32592703,Treatment
18694,32561129,Mechanism;Diagnosis;Treatment
18699,32417899,Treatment
18704,32766568,Treatment
18708,32447429,Treatment
18718,32325028,Prevention;Treatment
18719,32325742,Treatment
18726,32773301,Diagnosis;Treatment
18731,32668037,Diagnosis;Treatment
18742,32362244,Prevention;Treatment
18750,32645661,Treatment;Mechanism
18758,32590055,Diagnosis;Treatment
18759,32415310,Treatment
18761,32542964,Treatment;Mechanism;Diagnosis
18763,32733404,Treatment;Diagnosis
18771,32768580,Treatment;Mechanism
18779,32501293,Treatment;Diagnosis
18782,32322046,Treatment
18784,32035997,Treatment;Mechanism
18785,32687645,Treatment
18786,32653530,Treatment;Mechanism
18787,32307268,Treatment;Mechanism
18789,32329813,Treatment
18791,32222812,Diagnosis;Treatment
18804,32594268,Treatment
18806,32640381,Treatment;Mechanism
18812,32585191,Treatment;Diagnosis
18817,32766541,Treatment;Diagnosis
18821,32720031,Treatment;Mechanism
18822,32350105,Mechanism;Treatment
18827,32361028,Treatment;Mechanism
18839,32493494,Treatment
18843,32219428,Treatment
18846,32773357,Treatment;Diagnosis
18847,32580895,Treatment;Mechanism
18852,32330332,Treatment;Transmission;Mechanism
18858,32732634,Diagnosis;Treatment
18861,32501397,Treatment;Mechanism
18863,32542847,Treatment
18869,32692580,Treatment
18870,32597954,Treatment;Mechanism
18871,32438034,Treatment
18881,32023682,Mechanism;Prevention;Transmission;Treatment
18890,32621392,Treatment;Diagnosis
18892,32335336,Treatment;Mechanism
18898,32567487,Treatment;Mechanism
18899,32491116,Treatment;Diagnosis
18900,32485211,Treatment
18907,32492292,Treatment;Mechanism
18911,32114074,Mechanism;Treatment
18915,32388331,Treatment;Prevention
18916,32448085,Treatment;Mechanism
18923,32762140,Diagnosis;Treatment
18929,32742919,Treatment
18946,32313883,Treatment;Mechanism
18947,32749914,Treatment;Diagnosis;Mechanism
18953,32505474,Treatment
18957,32397007,Diagnosis;Treatment
18963,32598831,Treatment;Diagnosis
18966,32460458,Treatment
18970,32619700,Treatment
18974,32409437,Prevention;Treatment
18983,32412581,Treatment
18986,32425003,Treatment;Diagnosis
18988,32285293,Treatment;Mechanism
18989,32729620,Treatment
18992,32487506,Diagnosis;Treatment
18993,32638628,Treatment
18995,32496210,Treatment
18999,32345072,Diagnosis;Treatment
19001,32166940,Treatment
19009,32412405,Mechanism;Treatment
19011,32395606,Treatment;Mechanism
19028,32774178,Treatment;Mechanism
19034,32303609,Treatment;Mechanism
19038,32441786,Diagnosis;Treatment
19046,32282224,Treatment;Mechanism
19060,32440662,Prevention;Treatment
19062,32594472,Treatment;Mechanism
19064,32692266,Treatment
19066,32361744,Treatment
19073,32757275,Treatment
19074,32618260,Prevention;Diagnosis;Treatment;Transmission
19075,32685436,Treatment;Diagnosis
19078,32188753,Mechanism;Treatment;Transmission
19079,32416259,Treatment;Mechanism
19082,32581799,Treatment;Mechanism
19084,32725286,Treatment
19087,32296246,Treatment
19090,32583537,Diagnosis;Treatment
19093,32269766,Treatment;Mechanism
19094,32362390,Treatment
19099,32695327,Diagnosis;Treatment
19103,32443810,Treatment;Mechanism
19106,32754224,Treatment;Mechanism
19107,32311462,Mechanism;Treatment
19110,32492123,Treatment
19113,32579061,Treatment;Mechanism
19124,32098466,Treatment;Diagnosis
19125,32556272,Treatment
19126,32474397,Treatment
19133,32413374,Treatment;Mechanism
19142,32576385,Diagnosis;Treatment
19143,32604730,Mechanism;Treatment
19149,32343358,Treatment
19154,32364442,Treatment;Mechanism
19155,32338605,Treatment;Mechanism
19156,32574697,Treatment
19168,32714193,Treatment;Mechanism
19169,32503877,Treatment;Mechanism
19179,32770240,Treatment
19182,32489692,Treatment
19200,32582222,Treatment;Mechanism
19205,32296259,Treatment
19209,32691856,Diagnosis;Treatment
19210,32643111,Prevention;Treatment
19211,32686781,Treatment;Diagnosis
19216,32192285,Treatment
19235,32350796,Diagnosis;Treatment
19236,32615072,Treatment
19241,32396163,Diagnosis;Treatment
19246,32690096,Treatment;Mechanism
19257,32341791,Treatment
19258,32668692,Mechanism;Treatment
19262,32040667,Treatment
19263,32748122,Treatment;Diagnosis
19272,32360977,Treatment;Mechanism
19275,32505909,Treatment
19277,32763481,Treatment
19279,32356863,Treatment
19282,32568770,Diagnosis;Treatment
19284,32760886,Treatment;Prevention
19285,32674139,Treatment
19286,32425955,Treatment;Mechanism
19287,32758897,Treatment;Mechanism
19289,32697970,Treatment;Mechanism
19292,32767687,Treatment
19293,32330460,Treatment
19302,32655019,Treatment
19303,32766562,Treatment;Diagnosis
19308,32471659,Treatment
19316,32474041,Treatment
19319,32292227,Treatment;Mechanism
19323,32338559,Treatment
19325,32481433,Treatment
19327,32552832,Treatment
19333,32748969,Treatment;Mechanism
19337,32448330,Treatment
19344,32324352,Treatment
19354,32691002,Treatment
19367,32660520,Treatment;Diagnosis
19368,32281766,Treatment
19371,32570166,Treatment;Mechanism
19373,32772069,Treatment;Diagnosis
19374,32699031,Treatment
19379,32376401,Treatment;Mechanism
19388,32641214,Treatment;Mechanism
19391,32563278,Diagnosis;Treatment
19400,32482366,Treatment;Diagnosis
19412,32581077,Treatment;Mechanism
19416,32602272,Treatment;Diagnosis
19419,32766418,Mechanism;Treatment
19423,32334395,Treatment
19426,32500379,Treatment
19427,32471650,Diagnosis;Treatment
19432,32456123,Treatment
19438,32510814,Treatment
19454,32698238,Mechanism;Treatment
19458,32492478,Treatment
19459,32468505,Treatment;Diagnosis
19462,32669623,Diagnosis;Treatment
19469,32398976,Treatment;Mechanism
19477,32462968,Treatment
19481,32506862,Treatment
19483,32592501,Treatment;Mechanism
19487,32683039,Treatment;Mechanism;Diagnosis
19488,32752970,Treatment
19490,32386433,Treatment
19494,32245083,Mechanism;Treatment;Diagnosis
19497,32318855,Mechanism;Treatment
19501,32754437,Treatment;Prevention;Diagnosis;Mechanism
19503,32759259,Treatment;Diagnosis
19508,32319424,Treatment
19522,32610879,Treatment
19527,32773410,Treatment
19528,32720571,Treatment;Mechanism
19538,32416120,Treatment
19542,32643141,Treatment;Mechanism
19550,32250388,Diagnosis;Transmission;Prevention;Treatment
19551,32735127,Treatment
19554,32504046,Mechanism;Treatment
19555,32077661,Treatment;Prevention
19558,32670617,Treatment
19561,32502135,Treatment;Diagnosis
19562,32643158,Treatment;Mechanism
19565,32392332,Treatment
19569,32340092,Treatment;Prevention
19574,32473658,Diagnosis;Treatment
19575,32721082,Treatment;Mechanism
19576,32727833,Diagnosis;Treatment
19594,32303717,Treatment
19598,32603802,Treatment
19608,32329083,Mechanism;Treatment
19615,32253759,Treatment
19616,32736030,Treatment;Diagnosis
19622,32773212,Treatment
19625,32389782,Diagnosis;Treatment
19626,32737106,Treatment
19634,32597047,Diagnosis;Treatment
19637,32218151,Mechanism;Treatment
19647,32755307,Mechanism;Treatment
